2022-09-16 09:07:16.488672 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Debug\SessionLogs\MSBuild.19280 2022-09-16 09-07-11.txt'. [8.19 ms]
2022-09-16 11:11:49.630098 ; OpenTAP        ; Information ; Package SDK exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\SDK.9.17.4+ea67c63a.Windows,Linux,MacOS.TapPackage
2022-09-16 11:11:49.630598 ; OpenTAP        ; Information ; Package SQLite and PostgreSQL exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\SQLite and PostgreSQL.9.4.2+3009aace.TapPackage
2022-09-16 11:11:49.630598 ; OpenTAP        ; Information ; Package Visual Studio SDK CE exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Visual Studio SDK CE.1.2.6+ef0ad804.TapPackage
2022-09-16 11:11:49.630598 ; OpenTAP        ; Information ; Package WPF Controls exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\WPF Controls.9.17.4+5e508f08.TapPackage
2022-09-16 11:11:49.631098 ; OpenTAP        ; Information ; Package Editor CE exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Editor CE.9.17.4+5e508f08.x64.TapPackage
2022-09-16 11:11:49.631098 ; OpenTAP        ; Information ; Package Results Viewer CE exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Results Viewer CE.9.17.4+5e508f08.x64.TapPackage
2022-09-16 11:11:49.631098 ; OpenTAP        ; Information ; Package Developer's System CE exists in cache: C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Developer's System CE.9.17.4+5e508f08.TapPackage
2022-09-16 11:11:49.697511 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\CSV.9.11.0+98498e58.Windows,Linux.TapPackage
2022-09-16 11:11:49.767440 ; package        ; Debug       ; Decompressed bin/Release/Packages/CSV/Csv.dll [64.7 ms]
2022-09-16 11:11:49.837315 ; package        ; Debug       ; Decompressed bin/Release/Packages/CSV/package.xml [70.5 ms]
2022-09-16 11:11:49.838607 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:49.838607 ; Installer      ; Information ; Installed CSV version 9.11.0+98498e58 [140 ms]
2022-09-16 11:11:49.838607 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\Keysight Licensing.1.1.1+7a2a1fe3.x64.TapPackage
2022-09-16 11:11:49.894292 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Ccl.Licensing.Api.5.2.0.5231/.OpenTapIgnore [38.2 ms]
2022-09-16 11:11:49.981206 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Ccl.Licensing.Api.5.3.2.19/Keysight.Ccl.Licensing.Api.dll [86.9 ms]
2022-09-16 11:11:50.194201 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/x64/Keysight.Tap.Library.dll [212 ms]
2022-09-16 11:11:50.330777 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/x64/Keysight.Tap.Library.v9.dll [136 ms]
2022-09-16 11:11:50.360933 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Kal.Licensing.Api.4.0.0/Keysight.Kal.Licensing.Api.dll [29.8 ms]
2022-09-16 11:11:50.368008 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Kal.Licensing.Api.4.0.0/Keysight.Kal.Licensing.Api.dll.sig [7.00 ms]
2022-09-16 11:11:50.528469 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Kal.Licensing.Api.4.0.0/KalApi.dll [160 ms]
2022-09-16 11:11:50.563013 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Keysight.Kal.Licensing.Api.4.0.0/KalApi.dll.sig [34.3 ms]
2022-09-16 11:11:50.630314 ; package        ; Debug       ; Decompressed bin/Release/Packages/Keysight Licensing/Keysight.OpenTap.Licensing.dll [67.1 ms]
2022-09-16 11:11:50.659750 ; package        ; Debug       ; Decompressed bin/Release/Packages/Keysight Licensing/Keysight.OpenTap.Licensing.dll.sig [29.9 ms]
2022-09-16 11:11:50.673413 ; package        ; Debug       ; Decompressed bin/Release/Packages/Keysight Licensing/package.xml [13.4 ms]
2022-09-16 11:11:50.675948 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:50.676389 ; Installer      ; Information ; Installed Keysight Licensing version 1.1.1+7a2a1fe3 [837 ms]
2022-09-16 11:11:50.676389 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\OSIntegration.1.4.2+15f32a31.TapPackage
2022-09-16 11:11:50.718487 ; package        ; Debug       ; Decompressed bin/Release/Packages/OSIntegration/OpenTap.OSIntegration.Windows.dll [23.5 ms]
2022-09-16 11:11:50.737451 ; package        ; Debug       ; Decompressed bin/Release/Packages/OSIntegration/package.xml [18.9 ms]
2022-09-16 11:11:50.737951 ; Plugin         ; Information ; Starting install step 'tap.exe path register'
2022-09-16 11:11:52.542896 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\SessionLogs\tap 2022-09-16 11-11-50.txt'. [9.46 ms]
2022-09-16 11:11:52.542896 ; Session        ; Debug       ; Running '"bin\Release\tap.exe" path register --verbose ' in 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release'.
2022-09-16 11:11:52.543396 ; Session        ; Debug       ; Microsoft Windows 10.0.19044 X64
2022-09-16 11:11:52.543396 ; Session        ; Debug       ; .NET Framework 4.8.4515.0
2022-09-16 11:11:52.543396 ; AssemblyFinder ; Debug       ; Found 9/39 assembly files. [35.4 ms]
2022-09-16 11:11:52.543396 ; Session        ; Debug       ; OpenTAP Engine 9.18.5+0328e9b4 X64
2022-09-16 11:11:52.543396 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2022-09-16 11:11:52.543396 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2022-09-16 11:11:52.543396 ; Searcher       ; Debug       ; Ordered 9 assemblies according to references. [329 ms]
2022-09-16 11:11:52.777280 ; AssemblyData   ; Debug       ; Loaded OpenTap. [3.45 ms]
2022-09-16 11:11:53.043932 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [15.0 ms]
2022-09-16 11:11:53.043932 ; Session        ; Debug       ; Session log loaded as 'D:\MPI Project\Test\MyOpenTap\MyPluginVision\bin\Release\SessionLogs\SessionLog 2022-09-16 11-11-50.txt'. [22.4 ms]
2022-09-16 11:11:53.162048 ; AssemblyData   ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [30.8 ms]
2022-09-16 11:11:53.162048 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [9.07 ms]
2022-09-16 11:11:53.306168 ; AssemblyData   ; Debug       ; Loaded mscorlib. [3.10 us]
2022-09-16 11:11:53.306168 ; CLI            ; Debug       ; Executing CLI action: path \ register
2022-09-16 11:11:53.306168 ; PackageAction  ; Information ; Skipping OS Integration (OPENTAP_DEBUG_INSTALL environment variable is set).
2022-09-16 11:11:53.306168 ; CLI            ; Debug       ; CLI action returned exit code: 0 [3.42 ms]
2022-09-16 11:11:53.347278 ; Plugin         ; Information ; Succesfully ran install step  'tap.exe path register'.  [2.60 s]
2022-09-16 11:11:53.347278 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
2022-09-16 11:11:53.347278 ; Installer      ; Information ; Installed OSIntegration version 1.4.2+15f32a31 [2.67 s]
2022-09-16 11:11:53.347278 ; Installer      ; Warning     ; Package 'OSIntegration' contains possibly relevant plugins for next package installations, but these will not be loaded.
2022-09-16 11:11:53.347278 ; Installer      ; Information ; Installing C:\Users\Jacky.Kuo\AppData\Local\OpenTap\PackageCache\SDK.9.17.4+ea67c63a.Windows,Linux,MacOS.TapPackage
2022-09-16 11:11:53.399417 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Keysight.OpenTap.Sdk.MSBuild.dll [25.8 ms]
2022-09-16 11:11:53.428901 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/OpenTap.Sdk.New.dll [29.0 ms]
2022-09-16 11:11:53.484110 ; package        ; Debug       ; Decompressed bin/Release/OpenTap.xml [55.0 ms]
2022-09-16 11:11:53.515605 ; package        ; Debug       ; Decompressed bin/Release/OpenTap.Package.xml [31.4 ms]
2022-09-16 11:11:53.536505 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/PackageSchema.xsd [20.8 ms]
2022-09-16 11:11:53.678593 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/OpenTAP Developer Guide.pdf [142 ms]
2022-09-16 11:11:53.696848 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/.OpenTapIgnore [18.0 ms]
2022-09-16 11:11:53.702126 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/.HiddenFile.txt [5.18 ms]
2022-09-16 11:11:53.712429 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/.HiddenFolder/Empty.txt [10.4 ms]
2022-09-16 11:11:53.721296 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/Examples.sln [8.88 ms]
2022-09-16 11:11:53.731446 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/Directory.Build.props [9.91 ms]
2022-09-16 11:11:53.738238 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/ExamplePlugin/ExamplePlugin.csproj [6.77 ms]
2022-09-16 11:11:53.748688 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/ExamplePlugin/GeneratorInstrument.cs [10.4 ms]
2022-09-16 11:11:53.754410 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/ExamplePlugin/LowPassFilterDut.cs [5.77 ms]
2022-09-16 11:11:53.769085 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/ExamplePlugin/MeasurePeakAmplitudeTestStep.cs [14.5 ms]
2022-09-16 11:11:53.782633 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/ExamplePlugin/package.xml [13.3 ms]
2022-09-16 11:11:53.801584 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/ExamplePlugin/SomeSampleData.txt [18.9 ms]
2022-09-16 11:11:53.814032 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/ExamplePlugin/Properties/AssemblyInfo.cs [12.3 ms]
2022-09-16 11:11:53.830678 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/ExamplePlugin/Properties/launchSettings.json [16.6 ms]
2022-09-16 11:11:53.845121 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/package.xml [14.6 ms]
2022-09-16 11:11:53.852607 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/PluginDevelopment.csproj [6.98 ms]
2022-09-16 11:11:53.870344 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/AttachedPropertyExample.cs [17.8 ms]
2022-09-16 11:11:53.885606 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/BreakSerializerExample.cs [15.2 ms]
2022-09-16 11:11:53.898879 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/ComplexSettingsExample1.cs [13.3 ms]
2022-09-16 11:11:53.915703 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/ComplexSettingsExample2.cs [16.8 ms]
2022-09-16 11:11:53.946444 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/Advanced Examples/MenuModelExample.cs [30.5 ms]
2022-09-16 11:11:53.961654 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/GUI/ButtonCreation.cs [15.3 ms]
2022-09-16 11:11:53.970957 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/GUI/CustomBenchSettings.cs [9.40 ms]
2022-09-16 11:11:53.985392 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/GUI/ExampleSettings.cs [13.9 ms]
2022-09-16 11:11:53.995776 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/GUI/IPAnnotation.cs [10.4 ms]
2022-09-16 11:11:54.002831 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/GUI/OpenTapPictureExample.cs [7.07 ms]
2022-09-16 11:11:54.018538 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/GUI/TestPlanCustomImportExport.cs [15.8 ms]
2022-09-16 11:11:54.035373 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/GUI/UserInputExample.cs [16.3 ms]
2022-09-16 11:11:54.061038 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/ConnectionStep.cs [25.8 ms]
2022-09-16 11:11:54.068584 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/FourPortDut.cs [7.42 ms]
2022-09-16 11:11:54.083294 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/InterfaceBasedInstrument.cs [14.7 ms]
2022-09-16 11:11:54.093407 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/MeasureUsingConnectionsStep.cs [10.3 ms]
2022-09-16 11:11:54.101395 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/ResourceTopology.cs [7.30 ms]
2022-09-16 11:11:54.113222 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/ScpiInstrumentExample.cs [11.8 ms]
2022-09-16 11:11:54.126894 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SetSwitchMatrixStep.cs [13.2 ms]
2022-09-16 11:11:54.135161 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SetSwitchStep.cs [8.55 ms]
2022-09-16 11:11:54.148418 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SimpleDut.cs [13.0 ms]
2022-09-16 11:11:54.161681 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SimpleInstrument.cs [13.2 ms]
2022-09-16 11:11:54.168514 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/SwitchMatrixInstrument.cs [6.62 ms]
2022-09-16 11:11:54.177863 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/TwoPortInstrument.cs [9.15 ms]
2022-09-16 11:11:54.184191 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/TwoPositionSwitchInstrument.cs [6.32 ms]
2022-09-16 11:11:54.199214 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/InstrumentsAndDuts/UsingDutAndInstStep.cs [14.9 ms]
2022-09-16 11:11:54.210937 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/Properties/AssemblyInfo.cs [11.5 ms]
2022-09-16 11:11:54.217966 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/Properties/launchSettings.json [7.00 ms]
2022-09-16 11:11:54.230707 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/ResultListeners/EventResultListener.cs [13.1 ms]
2022-09-16 11:11:54.250526 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/ResultListeners/ExampleResultListener.cs [19.7 ms]
2022-09-16 11:11:54.260772 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/AvailableValuesAttributeExample.cs [10.0 ms]
2022-09-16 11:11:54.269818 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/BrowsableAttributeExample.cs [9.18 ms]
2022-09-16 11:11:54.280755 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/ColumnDisplayAttributeExample.cs [10.8 ms]
2022-09-16 11:11:54.288765 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/DefaultValueExample.cs [7.68 ms]
2022-09-16 11:11:54.300298 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/DisplayAttributeExample.cs [11.4 ms]
2022-09-16 11:11:54.312568 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/DynamicNameDisplayAttribute.cs [12.1 ms]
2022-09-16 11:11:54.321019 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/EmbedPropertiesAttributeExample.cs [8.42 ms]
2022-09-16 11:11:54.331358 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/EnabledIfAttributeExample.cs [10.4 ms]
2022-09-16 11:11:54.344823 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/FlagsAttributeExample.cs [13.2 ms]
2022-09-16 11:11:54.363743 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/PathAttributeExample.cs [18.5 ms]
2022-09-16 11:11:54.376139 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/ResourceOpenAttributeExample.cs [12.5 ms]
2022-09-16 11:11:54.383925 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/ScpiAttributeExample.cs [7.88 ms]
2022-09-16 11:11:54.395147 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/UnitAttributeExample.cs [10.8 ms]
2022-09-16 11:11:54.403597 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Attributes/XmlIgnoreAttributeExample.cs [8.34 ms]
2022-09-16 11:11:54.416471 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/InputOutput/GenerateOutput.cs [12.9 ms]
2022-09-16 11:11:54.427231 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/InputOutput/HandleInput.cs [10.9 ms]
2022-09-16 11:11:54.436809 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/ParentChild/ChildSeekingResources.cs [9.25 ms]
2022-09-16 11:11:54.450271 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/ParentChild/ParentAnyChildren.cs [13.7 ms]
2022-09-16 11:11:54.463927 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/ParentChild/ParentWithResources.cs [13.4 ms]
2022-09-16 11:11:54.495483 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/PublishResults/ResultsForXyArray.cs [31.6 ms]
2022-09-16 11:11:54.503000 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/PublishResults/ResultsWithCustomClass.cs [7.49 ms]
2022-09-16 11:11:54.517204 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/PublishResults/SetOfNameValuePairs.cs [13.9 ms]
2022-09-16 11:11:54.527859 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/PublishResults/SingleNameValuePair.cs [10.4 ms]
2022-09-16 11:11:54.543771 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/AbortsTheTestPlan.cs [16.0 ms]
2022-09-16 11:11:54.559382 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/AccessingComponentSettings.cs [15.8 ms]
2022-09-16 11:11:54.575416 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/DeferTaskStep.cs [15.7 ms]
2022-09-16 11:11:54.586306 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/LogMessages.cs [10.9 ms]
2022-09-16 11:11:54.610072 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/OfferBreakExample.cs [23.2 ms]
2022-09-16 11:11:54.616790 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Execution/SetVerdict.cs [6.74 ms]
2022-09-16 11:11:54.627895 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/EnabledCheckBoxes.cs [10.9 ms]
2022-09-16 11:11:54.635711 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/ListOfObjects.cs [7.91 ms]
2022-09-16 11:11:54.652342 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/ReadOnlyListExample.cs [16.4 ms]
2022-09-16 11:11:54.667042 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/TestSteps/Step Settings/RuleValidation.cs [14.8 ms]
2022-09-16 11:11:54.680626 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/PluginDevelopment.Gui.csproj [13.5 ms]
2022-09-16 11:11:54.687503 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/Properties/AssemblyInfo.cs [6.66 ms]
2022-09-16 11:11:54.697747 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/Properties/launchSettings.json [10.4 ms]
2022-09-16 11:11:54.715400 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/CustomControlProvider.cs [17.1 ms]
2022-09-16 11:11:54.732679 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/DockablePanel.cs [17.7 ms]
2022-09-16 11:11:54.745867 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/ResultXYChartExample.cs [13.1 ms]
2022-09-16 11:11:54.751967 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment.Gui/GUI/ToolsMenu.cs [5.95 ms]
2022-09-16 11:11:54.761599 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/PluginDevelopment/GUI/SomeInstrument.png [9.44 ms]
2022-09-16 11:11:54.769453 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/BuildTestPlan.Api.csproj [7.95 ms]
2022-09-16 11:11:54.780409 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/Program.cs [10.8 ms]
2022-09-16 11:11:54.790683 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/BuildTestPlan.Api/Properties/AssemblyInfo.cs [10.3 ms]
2022-09-16 11:11:54.802671 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/Program.cs [11.2 ms]
2022-09-16 11:11:54.810355 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/RunTestPlan.Api.csproj [7.89 ms]
2022-09-16 11:11:54.819664 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/Examples/TestPlanExecution/RunTestPlan.Api/Properties/AssemblyInfo.cs [9.21 ms]
2022-09-16 11:11:54.879212 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Build.Utilities.Core.15.1.0.0/Microsoft.Build.Utilities.Core.dll [59.2 ms]
2022-09-16 11:11:54.941087 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Build.Framework.15.1.0.0/Microsoft.Build.Framework.dll [61.7 ms]
2022-09-16 11:11:55.141085 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/Microsoft.Build.15.1.0.0/Microsoft.Build.dll [200 ms]
2022-09-16 11:11:55.240386 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Text.Encoding.CodePages.4.0.2.0/System.Text.Encoding.CodePages.dll [99.0 ms]
2022-09-16 11:11:55.278365 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.IO.Compression.4.2.0.0/System.IO.Compression.dll [38.1 ms]
2022-09-16 11:11:55.294887 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Resources.ResourceManager.4.0.1.0/System.Resources.ResourceManager.dll [16.3 ms]
2022-09-16 11:11:55.311363 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Text.Encoding.4.0.11.0/System.Text.Encoding.dll [16.7 ms]
2022-09-16 11:11:55.329743 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Threading.4.0.11.0/System.Threading.dll [18.0 ms]
2022-09-16 11:11:55.352930 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.InteropServices.4.1.2.0/System.Runtime.InteropServices.dll [22.9 ms]
2022-09-16 11:11:55.378429 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Reflection.4.1.2.0/System.Reflection.dll [25.3 ms]
2022-09-16 11:11:55.396523 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Runtime.Handles.4.0.1.0/System.Runtime.Handles.dll [18.3 ms]
2022-09-16 11:11:55.414355 ; package        ; Debug       ; Decompressed bin/Release/Dependencies/System.Globalization.4.0.11.0/System.Globalization.dll [17.7 ms]
2022-09-16 11:11:55.457213 ; package        ; Debug       ; Decompressed bin/Release/Packages/SDK/package.xml [42.9 ms]
2022-09-16 11:11:55.459496 ; Package        ; Debug       ; Found no custom actions to run at 'install' stage.
